question_id,is_correct,unique_answer_count
483,True,3
484,True,2
485,True,2
486,True,4
487,True,2
488,True,2
489,True,3
490,False,3
491,True,2
492,True,3
493,False,2
494,True,3
495,True,1
496,True,1
497,False,4
498,True,2
499,False,4
500,True,2
501,True,3
502,True,3
503,True,2
504,True,2
505,False,4
506,True,2
507,False,4
508,False,4
509,False,3
510,True,2
511,True,3
512,True,2
513,False,4
514,True,1
515,True,1
516,False,4
517,True,2
518,False,4
519,True,2
520,True,3
521,True,2
522,False,3
523,True,2
524,False,3
525,True,2
526,True,2
527,True,2
528,True,2
529,False,2
530,True,2
531,True,2
532,True,1
533,False,3
534,True,4
535,True,2
536,True,3
537,True,2
538,True,2
539,False,3
540,True,2
541,False,3
542,False,3
543,False,2
544,True,4
545,True,1
546,True,1
547,False,3
548,False,3
549,True,2
550,True,1
551,False,3
552,True,2
553,True,2
554,True,2
555,True,2
556,False,3
557,True,3
558,False,4
559,True,3
560,False,3
561,False,3
562,False,3
563,False,3
564,False,4
565,True,3
566,False,2
567,True,2
568,True,3
569,True,3
570,False,4
571,False,3
572,True,2
573,False,3
574,False,3
575,True,3
576,True,3
577,True,2
578,True,2
579,False,2
580,False,3
581,True,2
582,True,2
583,True,2
584,False,2
585,True,2
586,False,3
587,True,2
588,True,4
589,True,3
590,True,3
591,True,2
592,True,2
593,True,2
594,True,2
595,True,2
596,True,1
597,True,3
598,True,3
599,False,4
600,True,2
601,False,3
602,False,3
603,True,3
604,False,3
605,False,2
606,True,3
607,True,2
608,True,2
609,True,2
610,True,1
611,True,3
612,True,2
613,False,2
614,True,2
615,True,3
616,True,2
617,True,3
618,True,3
619,True,2
620,True,3
621,True,3
622,True,3
623,True,2
624,True,3
625,True,1
626,True,3
627,False,2
628,True,2
629,False,3
630,True,2
631,True,2
632,True,2
633,False,2
634,False,3
635,False,3
636,False,2
637,True,3
638,False,2
639,False,2
640,True,3
641,True,3
642,True,2
643,True,2
644,True,2
645,False,2
646,False,2
647,False,3
648,False,3
649,True,2
650,True,2
651,False,3
652,False,3
653,False,3
654,True,2
655,True,2
656,True,2
657,True,3
658,True,2
659,True,2
660,True,4
661,True,2
662,True,2
663,True,1
664,True,2
665,True,3
666,False,3
667,True,2
668,True,3
669,True,1
670,False,3
671,True,3
672,True,1
673,True,3
674,False,3
675,True,1
676,True,2
677,False,2
678,True,2
679,True,2
680,True,2
681,False,3
682,False,3
683,False,4
684,False,4
685,False,3
686,True,2
687,False,2
688,True,2
689,True,1
690,True,3
691,True,1
692,True,3
693,True,3
694,False,2
695,True,3
696,False,3
697,True,2
698,False,4
699,False,3
700,False,3
701,True,1
702,True,3
703,True,2
704,True,2
705,False,3
706,False,3
707,False,4
708,False,2
709,False,3
710,True,3
711,False,3
712,True,2
713,False,3
714,True,2
715,False,3
716,True,2
717,True,2
718,True,2
719,True,1
720,True,1
721,True,1
722,False,3
723,True,3
724,True,3
725,True,3
726,False,3
727,True,2
728,False,2
729,True,2
730,True,2
731,False,3
732,False,3
733,False,3
734,False,2
735,True,2
736,True,3
737,True,2
738,True,1
739,False,3
740,False,4
741,False,3
742,True,1
743,True,3
744,True,2
745,True,1
746,True,2
747,False,3
748,False,3
749,True,2
750,True,2
751,True,2
752,False,3
753,True,2
754,True,2
755,False,3
756,False,3
757,False,3
758,True,2
759,False,2
760,True,2
761,True,3
762,True,1
763,True,3
764,False,2
765,False,3
766,True,2
767,True,2
768,True,3
769,True,4
770,True,2
771,False,4
772,True,2
773,True,2
774,True,3
775,False,3
776,False,3
777,True,2
778,True,2
779,False,3
780,False,2
781,True,2
782,True,1
783,True,2
784,True,1
785,False,2
786,False,3
787,False,2
788,False,4
789,True,2
790,True,3
791,True,2
792,True,2
793,True,2
794,True,2
795,False,4
796,True,2
797,True,2
798,True,2
799,False,3
800,True,2
801,True,3
802,False,3
803,True,2
804,False,3
805,True,3
806,False,3
807,True,3
808,True,2
809,True,3
810,False,4
811,True,2
812,True,3
813,True,2
814,False,3
815,True,1
816,False,4
817,True,2
818,False,4
819,False,3
820,False,3
821,False,2
822,False,3
823,True,2
824,False,3
825,True,1
826,True,1
827,True,1
828,True,2
829,False,3
830,False,2
831,False,3
832,False,3
833,True,2
834,True,2
835,False,3
836,True,1
837,True,3
838,False,4
839,True,2
840,True,3
841,False,3
842,False,4
843,True,2
844,True,3
845,True,2
846,False,3
847,True,2
848,True,3
849,True,2
850,False,3
851,True,2
852,True,2
853,False,3
854,False,3
855,False,2
856,True,3
857,False,2
858,True,2
859,False,3
860,False,3
861,True,1
862,True,4
863,True,2
864,False,3
865,True,3
866,False,3
867,True,3
868,False,2
869,False,3
870,True,3
871,True,2
872,True,2
873,False,3
874,False,2
875,True,3
876,True,3
877,True,2
878,True,3
879,True,3
880,True,2
881,True,3
882,True,2
883,True,3
884,True,3
885,False,4
886,True,2
887,False,1
888,False,4
889,True,3
890,True,2
891,False,3
892,True,1
893,False,2
894,True,3
895,False,3
896,False,4
897,True,2
898,False,3
899,True,2
900,True,3
901,True,2
902,True,3
903,True,3
904,False,3
905,True,1
906,True,4
907,True,1
908,True,2
909,True,3
910,False,2
911,True,1
912,False,2
913,False,2
914,False,4
915,False,3
916,True,1
917,True,2
918,True,2
919,True,2
920,False,3
921,False,3
922,False,3
923,False,3
924,False,4
925,True,3
926,False,3
927,True,2
928,True,2
929,False,2
930,False,2
931,False,4
932,True,2
933,True,1
934,True,2
935,False,3
936,False,3
937,False,2
938,True,2
939,False,3
940,True,2
941,False,1
942,True,1
943,True,2
944,True,2
945,True,2
946,True,2
947,True,2
948,True,2
949,True,4
950,True,3
951,False,4
952,False,2
953,True,3
954,True,1
955,True,3
956,False,3
957,True,1
958,True,2
959,False,4
960,True,1
961,False,3
962,False,3
963,False,3
964,True,2
965,True,1
966,True,2
967,True,2
968,False,2
969,True,2
970,False,3
971,True,2
972,False,3
973,False,3
974,False,3
975,False,3
976,True,3
977,False,3
978,True,2
979,False,2
980,True,2
981,True,1
982,False,4
983,True,2
984,True,3
985,False,4
986,True,2
987,False,3
988,False,2
989,False,2
990,True,1
991,True,2
992,True,4
993,False,3
994,False,2
995,True,1
996,True,3
997,True,2
998,True,3
999,False,3
1000,False,3
1001,True,3
1002,True,2
1003,True,2
1004,True,2
1005,True,2
1006,True,2
1007,True,2
1008,False,4
1009,False,3
1010,False,2
1011,True,2
1012,False,3
1013,False,2
1014,False,2
1015,True,3
1016,False,3
1017,True,1
1018,False,3
1019,False,3
1020,False,3
1021,True,2
1022,False,4
1023,False,3
1024,True,3
1025,True,2
1026,True,3
1027,True,2
1028,True,3
1029,True,3
1030,False,3
1031,True,2
1032,False,3
1033,True,1
1034,False,3
1035,False,2
1036,True,2
1037,False,3
1038,False,3
1039,True,2
1040,False,4
1041,True,2
1042,True,3
1043,False,3
1044,False,3
1045,True,2
1046,False,2
1047,True,2
1048,True,3
1049,True,2
1050,False,4
1051,True,2
1052,True,1
1053,True,1
1054,False,3
1055,True,2
1056,True,2
1057,False,2
1058,False,3
1059,False,4
1060,True,2
1061,False,3
1062,True,2
1063,False,2
1064,True,2
1065,False,3
1066,True,3
1067,True,3
1068,False,2
1069,False,3
1070,True,2
1071,True,2
1072,False,3
1073,True,2
1074,True,2
1075,False,3
1076,True,2
1077,False,3
1078,False,3
1079,True,2
1080,False,3
1081,False,4
1082,False,3
1083,True,2
1084,False,4
1085,False,2
1086,False,2
1087,True,2
1088,True,2
1089,True,1
1090,False,4
1091,True,3
1092,False,3
1093,True,2
1094,True,3
1095,True,2
1096,True,1
1097,False,2
1098,False,4
1099,True,2
1100,False,3
1101,False,4
1102,False,2
1103,False,2
1104,True,1
1105,True,1
1106,False,3
1107,True,3
1108,False,2
1109,False,3
1110,False,4
1111,True,2
1112,True,4
1113,False,3
1114,True,3
1115,True,3
1116,True,3
1117,False,3
1118,True,2
1119,False,3
1120,False,3
1121,True,4
1122,False,2
1123,True,4
1124,False,4
1125,True,3
1126,True,1
1127,False,3
1128,True,1
1129,True,2
1130,False,3
1131,False,2
1132,True,3
1133,True,2
1134,False,3
1135,False,4
1136,False,4
1137,True,2
1138,True,3
1139,True,1
1140,True,3
1141,True,2
1142,True,4
1143,True,3
1144,True,1
1145,True,2
1146,True,2
1147,True,2
1148,True,1
1149,True,2
1150,True,2
1151,True,2
1152,False,3
1153,True,2
1154,False,2
1155,True,2
1156,False,3
1157,False,3
1158,True,2
1159,True,2
1160,True,3
1161,True,4
1162,False,2
1163,False,3
1164,False,3
1165,True,3
1166,True,2
1167,True,3
1168,False,3
1169,True,3
1170,True,3
1171,False,2
1172,True,1
1173,True,2
1174,True,3
1175,True,2
1176,False,2
1177,True,3
1178,True,3
1179,True,2
1180,True,2
1181,False,2
1182,True,2
1183,True,2
1184,False,2
1185,True,2
1186,False,3
1187,False,3
1188,False,2
1189,True,2
1190,False,2
1191,True,1
1192,True,4
1193,False,3
1194,True,3
1195,False,3
1196,False,1
1197,False,2
1198,True,2
1199,False,2
1200,True,2
1201,False,4
1202,False,2
1203,False,3
1204,True,2
1205,True,2
1206,False,3
1207,False,2
1208,True,2
1209,True,2
1210,False,3
1211,False,3
1212,True,2
1213,False,2
1214,False,2
1215,False,2
1216,False,3
1217,False,4
1218,False,3
1219,True,3
1220,False,3
1221,True,2
1222,False,3
1223,True,2
1224,True,4
1225,False,3
1226,True,1
1227,True,2
1228,True,2
1229,True,1
1230,True,3
1231,False,2
1232,False,3
1233,True,2
1234,True,3
1235,True,1
1236,False,2
1237,True,4
1238,True,2
1239,True,3
1240,False,3
1241,True,3
1242,False,3
1243,False,3
1244,False,3
1245,False,2
1246,True,2
1247,True,3
1248,True,1
1249,False,3
1250,False,3
1251,True,3
1252,False,4
1253,True,3
1254,False,3
1255,False,3
1256,False,3
1257,True,4
1258,True,1
1259,True,1
1260,True,1
1261,False,2
1262,True,3
1263,True,2
1264,False,3
1265,True,3
1266,False,3
1267,True,1
1268,False,4
1269,False,3
1270,True,2
1271,False,3
1272,True,2
1273,False,2
1274,True,3
1275,False,4
1276,True,1
1277,True,2
1278,False,3
1279,True,1
1280,True,3
1281,False,2
1282,True,4
1283,True,2
1284,True,1
1285,True,2
1286,True,2
1287,True,2
1288,False,2
1289,False,3
1290,False,3
1291,True,2
1292,True,3
1293,False,2
1294,True,3
1295,True,1
1296,True,2
1297,True,2
1298,False,3
1299,True,3
1300,False,4
1301,False,4
1302,False,3
1303,False,2
1304,True,2
1305,False,3
1306,True,3
1307,False,3
1308,True,2
1309,True,2
1310,False,4
1311,True,1
1312,True,3
1313,True,1
1314,True,2
1315,True,3
1316,False,3
1317,True,2
1318,True,3
1319,True,2
1320,True,3
1321,True,2
1322,True,2
1323,True,1
1324,False,4
1325,False,3
1326,True,2
1327,False,2
1328,True,3
1329,False,3
1330,True,2
1331,True,1
1332,False,2
1333,False,3
1334,True,1
1335,True,1
1336,True,2
1337,True,2
1338,True,2
1339,True,3
1340,True,3
1341,False,3
1342,True,3
1343,True,3
1344,True,2
1345,True,2
1346,True,2
1347,False,2
1348,False,3
1349,True,3
1350,False,3
1351,False,3
1352,True,2
1353,False,3
1354,True,3
1355,True,3
1356,True,2
1357,True,3
1358,True,2
1359,True,2
1360,True,1
1361,False,3
1362,False,2
1363,True,1
1364,True,1
1365,True,2
1366,True,3
1367,True,2
1368,True,3
1369,False,4
1370,True,1
1371,False,3
1372,False,3
1373,False,3
1374,True,2
1375,True,1
1376,False,2
1377,False,3
1378,False,4
1379,True,3
1380,False,3
1381,False,3
1382,True,2
1383,False,2
1384,True,3
1385,True,2
1386,True,1
1387,False,3
1388,True,2
1389,False,3
1390,False,3
1391,True,2
1392,False,3
1393,False,3
1394,True,2
1395,False,2
1396,True,2
1397,True,2
1398,True,2
1399,True,3
1400,True,2
1401,True,2
1402,False,2
1403,True,2
1404,False,4
1405,True,2
1406,False,3
1407,True,3
1408,False,3
1409,True,3
1410,False,3
1411,True,1
1412,True,4
1413,True,2
1414,False,3
1415,False,3
1416,True,2
1417,True,2
1418,False,3
1419,False,2
1420,True,2
1421,False,3
1422,True,2
1423,True,3
1424,True,3
1425,True,2
1426,True,1
1427,False,2
1428,True,3
1429,False,3
1430,True,2
1431,False,3
1432,False,3
1433,False,3
1434,False,2
1435,True,3
1436,True,2
1437,False,2
1438,True,1
1439,True,3
1440,True,4
1441,True,2
1442,True,2
1443,True,3
1444,True,1
1445,True,2
1446,True,2
1447,True,2
1448,True,4
1449,False,2
1450,False,2
1451,True,1
1452,False,3
1453,False,4
1454,True,3
1455,True,2
1456,True,3
1457,True,1
1458,False,3
1459,True,1
1460,True,3
1461,True,2
1462,True,3
1463,True,1
1464,True,2
1465,True,2
1466,True,2
1467,False,3
1468,False,4
1469,False,2
1470,True,1
1471,False,3
1472,True,2
1473,True,4
1474,True,3
1475,True,2
1476,False,2
1477,False,3
1478,True,2
1479,True,2
1480,True,3
1481,False,2
1482,True,3
1483,False,4
1484,False,3
1485,False,3
1486,True,1
1487,True,2
1488,True,3
1489,True,3
1490,True,1
1491,True,1
1492,False,2
1493,False,2
1494,True,2
1495,False,4
1496,False,2
1497,True,2
1498,True,3
1499,False,2
1500,True,3
1501,False,3
1502,False,3
1503,True,2
1504,True,2
1505,True,1
1506,False,2
1507,True,3
1508,True,3
1509,True,2
1510,True,3
1511,False,4
1512,True,2
1513,True,3
1514,False,3
1515,True,2
1516,True,3
1517,False,3
1518,True,1
1519,True,3
1520,True,2
1521,False,4
1522,True,2
1523,False,2
1524,True,3
1525,False,4
1526,True,2
1527,True,4
1528,True,1
1529,False,3
1530,True,2
1531,True,3
1532,True,3
1533,True,2
1534,True,3
1535,False,3
1536,True,2
1537,True,2
1538,True,2
1539,True,1
1540,False,3
1541,True,2
1542,False,3
1543,False,2
1544,True,3
1545,True,2
1546,True,2
1547,True,3
1548,False,3
1549,False,3
1550,True,1
1551,False,3
1552,False,3
1553,True,3
1554,True,3
1555,True,2
1556,True,3
1557,False,4
1558,True,3
1559,True,2
1560,True,2
1561,False,3
1562,True,2
1563,True,1
1564,True,3
1565,True,3
1566,True,3
1567,False,4
1568,True,1
1569,False,4
1570,True,3
1571,False,3
1572,False,3
1573,True,2
1574,True,2
1575,True,2
1576,True,2
1577,True,2
1578,True,1
1579,True,2
1580,True,2
1581,False,3
1582,True,2
1583,False,3
1584,False,3
1585,False,3
1586,True,2
1587,True,3
1588,True,2
1589,False,4
1590,False,3
1591,False,4
1592,True,3
1593,False,3
1594,True,2
1595,True,2
1596,True,2
1597,True,1
1598,True,3
1599,True,1
1600,False,2
1601,True,3
1602,False,3
1603,False,2
1604,False,2
1605,False,2
1606,False,3
1607,True,2
1608,True,1
1609,True,3
1610,True,2
1611,True,1
1612,True,1
1613,True,2
1614,True,4
1615,False,2
1616,False,2
1617,True,3
1618,True,2
1619,True,1
1620,True,2
1621,True,3
1622,True,2
1623,False,4
1624,True,1
1625,False,3
1626,False,3
1627,False,2
1628,True,1
1629,False,4
1630,False,3
1631,True,1
1632,True,2
1633,False,2
1634,True,3
1635,True,1
1636,True,2
1637,True,2
1638,True,1
1639,True,2
1640,True,3
1641,True,2
1642,True,2
1643,True,1
1644,True,3
1645,True,2
1646,True,2
1647,True,2
1648,False,3
1649,True,4
1650,True,4
1651,True,2
1652,True,2
1653,False,4
1654,True,3
1655,True,3
1656,True,3
1657,False,3
1658,False,2
1659,False,4
1660,False,2
1661,False,3
1662,False,1
1663,False,3
1664,True,3
1665,True,1
1666,False,3
1667,True,2
1668,True,3
1669,False,3
1670,True,3
1671,True,3
1672,False,3
1673,True,3
1674,False,3
1675,True,2
1676,False,4
1677,False,3
1678,False,3
1679,False,3
1680,False,3
1681,False,3
1682,True,2
1683,True,3
1684,False,3
1685,False,3
1686,True,3
1687,True,3
1688,True,2
1689,True,2
1690,False,3
1691,False,2
1692,True,1
1693,True,3
1694,True,3
1695,True,2
1696,True,1
1697,False,2
1698,False,2
1699,True,2
1700,True,2
1701,True,1
1702,True,2
1703,True,1
1704,True,2
1705,True,1
1706,True,1
1707,False,1
1708,True,2
1709,True,3
1710,True,2
1711,True,2
1712,False,2
1713,False,3
1714,False,3
1715,False,2
1716,True,3
1717,True,2
1718,True,1
1719,True,3
1720,True,2
1721,False,3
1722,False,2
1723,False,3
1724,True,2
1725,True,3
1726,True,3
1727,False,3
1728,True,2
1729,False,3
1730,True,2
1731,False,2
1732,False,3
1733,True,2
1734,True,1
1735,False,3
1736,False,3
1737,False,3
1738,True,2
1739,False,2
1740,False,3
1741,False,3
1742,True,3
1743,True,3
1744,False,2
1745,False,3
1746,True,2
1747,True,3
1748,False,3
1749,True,1
1750,True,1
1751,False,3
1752,False,2
1753,False,3
1754,False,3
1755,False,3
1756,True,3
1757,False,3
1758,True,2
1759,True,3
1760,True,1
1761,True,3
1762,True,3
1763,False,3
1764,False,3
1765,False,2
1766,False,2
1767,True,3
1768,True,2
1769,True,1
1770,True,2
1771,True,2
1772,False,3
1773,True,2
1774,True,2
1775,True,2
1776,True,1
1777,True,2
1778,True,2
1779,False,3
1780,True,3
1781,False,3
1782,False,4
1783,True,3
1784,True,3
1785,True,2
1786,True,3
1787,True,2
1788,True,2
1789,True,2
1790,False,3
1791,False,4
1792,True,2
1793,True,2
1794,True,3
1795,False,3
1796,True,3
1797,True,2
1798,False,3
1799,False,3
1800,False,3
1801,False,3
1802,True,3
1803,False,2
1804,True,3
1805,True,2
1806,True,2
1807,True,2
1808,True,3
1809,True,2
1810,True,2
1811,True,2
1812,True,1
1813,True,1
1814,True,3
1815,False,2
1816,False,3
1817,True,1
1818,True,3
1819,False,3
1820,True,1
1821,False,3
1822,True,3
1823,True,2
1824,False,3
1825,True,3
1826,True,3
1827,False,2
1828,False,3
1829,True,2
1830,False,3
1831,False,3
1832,False,2
1833,False,3
1834,True,1
1835,True,2
1836,True,3
1837,True,2
1838,True,2
1839,True,3
1840,True,4
1841,True,2
1842,False,3
1843,True,3
1844,True,3
1845,True,2
1846,True,3
1847,False,4
1848,False,3
1849,False,2
1850,False,3
1851,True,1
1852,True,3
1853,True,1
1854,True,2
1855,True,1
1856,True,1
1857,True,2
1858,False,3
1859,True,1
1860,True,1
1861,True,1
1862,True,2
1863,False,3
1864,False,3
1865,True,2
1866,True,3
1867,True,3
1868,False,3
1869,True,3
1870,True,2
1871,True,2
1872,True,3
1873,True,1
1874,True,2
1875,True,2
1876,False,3
1877,True,1
1878,True,3
1879,True,3
1880,True,3
1881,True,2
1882,True,3
1883,True,2
1884,False,3
1885,True,2
1886,False,2
1887,True,3
1888,True,2
1889,False,4
1890,True,1
1891,False,3
1892,False,2
1893,True,3
1894,True,1
1895,False,2
1896,True,1
1897,False,3
1898,True,2
1899,False,3
1900,False,2
1901,True,1
1902,True,2
1903,False,3
1904,False,3
1905,False,4
1906,True,2
1907,True,2
1908,False,2
1909,False,3
1910,False,3
1911,True,3
1912,True,3
1913,False,3
1914,True,2
1915,True,2
1916,False,3
1917,False,2
1918,True,2
1919,False,2
1920,True,2
1921,True,3
1922,True,2
1923,True,2
1924,True,4
1925,True,2
1926,False,3
1927,True,1
1928,False,2
1929,False,3
1930,True,2
1931,False,3
1932,True,2
1933,False,4
1934,True,3
1935,True,2
1936,True,2
1937,False,3
1938,False,4
1939,True,2
1940,True,2
1941,True,3
1942,True,2
1943,False,2
1944,True,3
1945,False,2
1946,True,1
1947,True,2
1948,False,2
1949,False,3
1950,True,3
1951,True,1
1952,False,3
1953,False,2
1954,False,3
1955,False,3
1956,True,2
1957,True,4
1958,True,2
1959,False,3
1960,True,4
1961,False,4
1962,True,2
1963,True,2
1964,False,3
1965,True,1
1966,False,3
1967,True,3
1968,True,2
1969,True,2
1970,False,2
1971,False,3
1972,True,1
1973,False,3
1974,False,4
1975,True,3
1976,False,4
1977,True,3
1978,False,2
1979,False,3
1980,True,2
1981,False,3
1982,True,2
1983,True,3
1984,False,4
1985,True,1
1986,False,3
1987,False,4
1988,True,1
1989,False,3
1990,False,3
1991,False,2
1992,False,4
1993,True,2
1994,False,2
1995,True,3
1996,True,3
1997,True,3
1998,True,2
1999,True,3
2000,True,3
2001,True,3
2002,False,2
2003,True,1
2004,True,2
2005,True,3
2006,True,2
2007,False,3
2008,True,3
2009,False,3
2010,True,1
2011,False,3
2012,False,2
2013,False,2
2014,False,3
2015,False,4
2016,True,1
2017,False,2
2018,False,3
2019,False,3
2020,True,1
2021,False,3
2022,True,3
2023,True,2
2024,False,2
2025,False,3
2026,True,2
2027,False,3
2028,False,2
2029,False,3
2030,False,3
2031,True,3
2032,False,3
2033,True,3
2034,False,3
2035,False,3
2036,True,3
2037,True,3
2038,False,3
2039,False,3
2040,True,2
2041,False,3
2042,True,2
2043,True,2
2044,True,3
2045,True,2
2046,True,4
2047,False,3
2048,False,3
2049,False,3
2050,True,4
2051,True,2
2052,False,4
2053,True,3
2054,True,2
2055,True,2
2056,False,3
2057,False,3
2058,True,2
2059,False,2
2060,False,2
2061,False,2
2062,False,4
2063,False,4
2064,False,3
2065,False,3
2066,False,3
2067,True,3
2068,True,1
2069,False,4
2070,True,3
2071,False,4
2072,False,3
2073,True,2
2074,True,3
2075,False,2
2076,False,3
2077,False,2
2078,False,4
2079,True,2
2080,True,1
2081,True,3
2082,False,3
2083,False,3
2084,True,3
2085,False,2
2086,True,2
2087,True,1
2088,True,2
2089,False,3
2090,True,1
2091,True,2
2092,True,1
2093,True,1
2094,True,3
2095,True,4
2096,False,2
2097,True,3
2098,False,3
2099,True,2
2100,True,3
2101,True,2
2102,True,2
2103,False,2
2104,False,3
2105,True,1
2106,True,1
2107,True,2
2108,False,3
2109,True,2
2110,True,2
2111,True,2
2112,False,2
2113,True,3
2114,True,2
2115,False,3
2116,False,2
2117,True,2
2118,True,2
2119,True,2
2120,False,3
2121,True,3
2122,False,2
2123,True,2
2124,False,4
2125,False,4
2126,False,2
2127,False,3
2128,True,2
2129,True,2
2130,False,4
2131,True,3
2132,True,2
2133,False,2
2134,False,2
2135,False,4
2136,False,3
2137,True,2
